status,card_good,card_bad,card_gray,card_delta_days,card_is_quick,card_is_new,card_today_count,card_amount_deviation,ip_good,ip_bad,ip_gray,ip_delta_days,ip_is_quick,ip_is_new,ip_today_count,ip_amount_deviation,address_good,address_bad,address_gray,address_delta_days,address_is_quick,address_is_new,address_today_count,address_amount_deviation,email_good,email_bad,email_gray,email_delta_days,email_is_quick,email_is_new,email_today_count,email_amount_deviation,phone_good,phone_bad,phone_gray,phone_delta_days,phone_is_quick,phone_is_new,phone_today_count,phone_amount_deviation,amount
0,0,0,12,40,0,0,0,8,0,0,0,-1,-1,1,0,-1,101,0,18,40,0,0,0,6,101,0,18,40,0,0,0,6,102,0,18,40,0,0,0,6,29.96
0,0,0,12,0,1,0,2,10,6,0,9,0,1,0,2,10,6,0,28,0,1,0,2,10,9,0,28,0,1,0,2,10,37,0,37,0,1,0,2,19,1500.0
0,2,0,3,54,0,0,0,3,4,0,1,81,0,0,0,0,17,0,4,54,0,0,0,1,17,0,4,54,0,0,0,1,24,2,17,32,0,0,0,1,25.0
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,10,0,16,37,0,0,0,10,100.0
0,0,0,1,67,0,0,0,10,0,0,1,67,0,0,0,10,0,0,1,67,0,0,0,10,0,0,1,67,0,0,0,10,28,2,28,33,0,0,0,65,524.5
0,3,0,8,44,0,0,0,6,3,0,4,46,0,0,0,1,4,0,8,44,0,0,0,2,7,0,8,44,0,0,0,3,160,2,13,36,0,0,0,2,22.03
0,0,0,12,39,0,0,0,10,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,2,51,0,0,0,10,26.23
0,0,0,0,-1,-1,1,0,-1,0,0,4,33,0,0,0,6,0,0,15,33,0,0,0,8,0,0,15,33,0,0,0,8,1,0,15,33,0,0,0,6,25.0
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,11,6,6,37,0,0,0,20,200.0
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,3,0,18,40,0,0,0,5,25.0
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,2,56,0,0,0,8,200.0
0,0,0,1,56,0,0,0,9,0,0,0,-1,-1,1,0,-1,0,0,1,56,0,0,0,9,6499,310,2050,32,0,0,0,3,7,0,2,56,0,0,0,3,49.97
0,0,0,24,32,0,0,0,8,0,0,24,32,0,0,0,8,0,0,0,-1,-1,1,0,-1,0,0,24,32,0,0,0,8,8,0,25,32,0,0,0,6,20.98
0,0,0,7,57,0,0,0,5,0,0,2,58,0,0,0,6,0,0,7,57,0,0,0,5,0,0,7,57,0,0,0,5,31,1,48,33,0,0,0,1,26.23
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,1,0,0,269,0,0,0,10,1,0,0,269,0,0,0,10,2,1,3,58,0,0,0,16,100.35
0,0,0,1,0,0,0,1,14,0,0,1,0,0,0,1,14,0,0,1,0,0,0,1,14,0,0,1,0,0,0,1,14,48,2,5,0,0,0,1,13,70.0
1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,19,0,5,44,0,0,0,1,1,0,0,343,0,0,0,1,25.0
0,0,0,24,35,0,0,0,9,0,0,19,35,0,0,0,9,10,0,24,35,0,0,0,9,10,0,24,35,0,0,0,9,43,2,54,35,0,0,0,9,104.9
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,6573,198,1896,0,0,0,3,2,27,0,15,34,0,0,0,0,29.96
0,0,0,4,54,0,0,0,7,0,0,0,-1,-1,1,0,-1,0,0,4,54,0,0,0,7,0,0,4,54,0,0,0,7,117,0,32,33,0,0,0,2,20.98
0,0,0,41,41,0,0,0,12,0,0,43,41,0,0,0,12,31,0,43,41,0,0,0,11,31,0,43,41,0,0,0,11,64,0,54,0,0,0,1,8,35.67
0,0,0,12,33,0,0,0,26,0,0,1,67,0,0,0,20,3,0,12,33,0,0,0,23,13,0,12,33,0,0,0,27,28,1,17,33,0,0,0,29,104.9
0,3,0,11,44,0,0,0,5,6,0,25,35,0,0,0,5,6,0,19,36,0,0,0,5,6,0,19,36,0,0,0,5,28,3,47,35,0,0,0,1,20.98
0,0,0,1,0,0,0,1,19,0,0,1,0,0,0,1,19,0,0,1,0,0,0,1,19,0,0,1,0,0,0,1,19,12,2,12,0,0,0,1,9,52.45
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,8,1,13,55,0,0,0,10,53.45
0,7,0,24,0,0,0,1,5,0,0,4,0,0,0,4,7,0,0,48,0,0,0,4,6,220,0,92,0,0,0,4,3,266,1,93,0,0,0,4,4,59.95
0,3,0,26,35,0,0,0,12,3,0,23,35,0,0,0,12,2,0,26,35,0,0,0,12,2,0,26,35,0,0,0,12,16,2,39,35,0,0,0,4,52.45
0,0,0,0,-1,-1,1,0,-1,1,0,0,171,0,0,0,6,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,9,0,3,36,0,0,0,6,30.35
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,5,0,2,35,0,0,0,1,78,1,7,35,0,0,0,3,50,0,9,35,0,0,0,3,49.97
0,0,0,4,0,0,0,4,20,0,0,4,0,0,0,4,20,0,0,4,0,0,0,4,20,0,0,4,0,0,0,4,20,7,0,13,0,0,0,4,8,100.0
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,4,0,0,151,0,0,0,18,59,0,12,42,0,0,0,9,32,2,22,36,0,0,0,14,130.55
1,4,0,3,65,0,0,0,7,2,0,0,323,0,0,0,4,3,0,3,65,0,0,0,7,13,0,3,65,0,0,0,12,33,1,17,36,0,0,0,9,200.0
0,0,0,10,38,0,0,0,7,0,0,3,35,0,0,0,1,0,0,10,38,0,0,0,7,0,0,10,38,0,0,0,7,89,0,26,32,0,0,0,3,26.23
0,0,0,0,-1,-1,1,0,-1,51,0,82,33,0,0,0,8,75,0,91,33,0,0,0,8,75,0,91,33,0,0,0,8,76,0,91,33,0,0,0,8,26.23
0,1,0,2,63,0,0,0,5,0,0,0,-1,-1,1,0,-1,1,0,2,63,0,0,0,5,1,0,2,63,0,0,0,5,55,3,9,38,0,0,0,3,104.9
0,0,0,3,35,0,0,0,10,28,0,3,35,0,0,0,8,0,0,3,35,0,0,0,10,5754,176,1694,0,1,0,3,3,83,1,71,34,0,0,0,5,58.45
1,0,0,3,0,0,0,3,10,0,0,3,0,0,0,3,10,13,0,3,0,0,0,3,31,43,0,3,0,0,0,3,46,76,0,22,0,0,0,3,33,250.0
0,176,0,1,64,0,0,0,14,2,0,1,47,0,0,0,44,114,0,14,46,0,0,0,15,112,0,12,46,0,0,0,16,219,0,25,35,0,0,0,14,149.98
0,11,0,12,46,0,0,0,5,0,0,4,46,0,0,0,3,21,0,12,46,0,0,0,5,21,0,12,46,0,0,0,5,21,0,12,46,0,0,0,5,50.1
0,0,0,12,32,0,0,0,8,7,0,17,32,0,0,0,10,7,0,20,32,0,0,0,11,7,0,20,32,0,0,0,11,4,0,21,32,0,0,0,11,104.9
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,1,0,0,319,0,0,0,10,8,0,20,32,0,0,0,8,52.45
0,5,0,8,36,0,0,0,10,3,0,2,52,0,0,0,3,5,0,19,35,0,0,0,7,5,0,19,35,0,0,0,7,54,0,120,33,0,0,0,8,100.0
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,32,7,23,33,0,0,0,27,209.98
0,4,0,15,37,0,0,0,3,6,0,22,37,0,0,0,3,6,0,22,37,0,0,0,3,6,0,22,37,0,0,0,3,12,0,23,37,0,0,0,4,110.2
0,4,0,0,302,0,0,0,5,0,0,0,-1,-1,1,0,-1,4,0,2,84,0,0,0,6,4,0,2,84,0,0,0,6,14,1,4,70,0,0,0,6,104.9
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,3,0,1,39,0,0,0,3,0,1,0,333,0,0,0,14,29.95
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,7,1,10,56,0,0,0,5,0,0,0,-1,-1,1,0,-1,30.0
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,16,0,1,80,0,0,0,1,20.98
0,0,0,0,-1,-1,1,0,-1,2,0,1,59,0,0,0,1,0,0,6,59,0,0,0,3,0,0,6,59,0,0,0,3,60,1,15,44,0,0,0,3,26.23
0,32,0,16,48,0,0,0,15,7,0,10,48,0,0,0,14,0,0,16,48,0,0,0,10,32,0,16,48,0,0,0,15,112,1,72,33,0,0,0,22,213.8
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,6738,230,2262,0,0,0,3,33,37,2,27,35,0,0,0,34,499.35
0,0,0,0,-1,-1,1,0,-1,0,0,2,52,0,0,0,10,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,35,3,66,34,0,0,0,1,26.23
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,5,0,3,50,0,0,0,27,5,0,3,50,0,0,0,27,29,0,30,37,0,0,0,84,534.5
0,0,0,0,-1,-1,1,0,-1,0,0,6,33,0,0,0,8,0,0,6,33,0,0,0,8,0,0,6,33,0,0,0,8,19,1,25,33,0,0,0,14,83.92
0,0,0,3,65,0,0,0,10,0,0,3,65,0,0,0,10,0,0,3,65,0,0,0,10,0,0,3,65,0,0,0,10,13,0,6,35,0,0,0,37,419.6
0,0,0,2,37,0,0,0,76,0,0,2,37,0,0,0,76,0,0,1,37,0,0,0,100,848,10,169,32,0,0,0,60,92,2,80,32,0,0,0,24,500.0
0,0,0,2,47,0,0,0,10,0,0,2,47,0,0,0,10,0,0,2,47,0,0,0,10,0,0,2,47,0,0,0,10,1,0,6,45,0,0,0,7,26.73
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,6805,237,2005,0,0,0,3,7,8,1,20,33,0,0,0,22,99.99
0,2,0,25,0,0,0,1,8,48,0,75,0,0,0,4,8,0,0,17,0,0,0,1,9,669,2,347,0,0,0,4,4,24,0,76,0,0,0,4,8,49.35
0,3,0,0,300,0,0,0,4,4,0,0,142,0,0,0,3,3,0,0,300,0,0,0,4,3,0,0,300,0,0,0,4,5,0,2,69,0,0,0,3,20.98
0,0,0,0,-1,-1,1,0,-1,0,0,2,50,0,0,0,14,0,0,2,50,0,0,0,14,0,0,2,50,0,0,0,14,2,2,2,50,0,0,0,16,52.45
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,21,4,21,33,0,0,0,4,213.8
0,0,0,10,37,0,0,0,5,0,0,22,37,0,0,0,5,0,0,19,37,0,0,0,5,4422,129,1032,0,0,0,2,1,3,0,26,37,0,0,0,4,25.4
1,0,0,6,0,0,0,1,2,0,0,9,0,0,0,3,1,0,0,6,0,0,0,1,2,2,0,9,0,0,0,3,2,0,0,9,0,0,0,3,1,100.15
0,0,0,4,0,0,0,1,4,0,0,11,0,0,0,1,7,2,0,2,0,0,0,1,20,2,0,2,0,0,0,1,20,51,2,46,0,0,0,1,9,104.9
0,0,0,0,-1,-1,1,0,-1,2,0,0,156,0,0,0,35,0,0,0,-1,-1,1,0,-1,6573,198,1903,0,0,0,10,7,5,0,5,53,0,0,0,9,100.15
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,23,0,0,217,0,0,0,33,23,0,0,217,0,0,0,33,41,0,23,33,0,0,0,25,199.99
0,1,0,0,188,0,0,0,1,0,0,0,-1,-1,1,0,-1,8,0,20,36,0,0,0,5,8,0,23,36,0,0,0,5,158,11,113,34,0,0,0,9,150.05
0,1,0,12,34,0,0,0,3,1,0,1,60,0,0,0,2,1,0,12,34,0,0,0,3,1,0,12,34,0,0,0,3,24,3,13,34,0,0,0,5,52.45
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,8,0,0,319,0,0,0,6,8,0,0,319,0,0,0,6,12,1,3,0,0,0,1,4,22.03
0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,111,12,72,0,0,0,1,18,0,0,1,0,0,0,1,1,250.05
0,11,0,17,32,0,0,0,6,22,0,15,32,0,0,0,5,37,0,17,32,0,0,0,5,79,2,32,32,0,0,0,2,42,0,17,32,0,0,0,5,25.97
0,0,0,1,0,1,0,1,10,0,0,1,0,1,0,1,10,0,0,1,0,1,0,1,10,14,0,1,0,1,0,1,7,18,2,25,0,1,0,1,19,500.0
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,62,2,5,46,0,0,0,5,20,0,32,37,0,0,0,4,48.2
0,0,0,2,56,0,0,0,1,0,0,0,-1,-1,1,0,-1,0,0,2,56,0,0,0,1,0,0,2,56,0,0,0,1,10,3,35,33,0,0,0,7,104.9
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,35,2,20,32,0,0,0,13,104.9
0,0,0,0,-1,-1,1,0,-1,16,0,0,160,0,0,0,10,1,0,0,160,0,0,0,8,1,0,0,160,0,0,0,8,16,0,0,160,0,0,0,10,50.0
0,0,0,12,0,0,0,1,5,0,0,8,0,0,0,1,5,0,0,1,0,0,0,1,10,0,0,1,0,0,0,1,10,6,0,34,0,0,0,1,4,26.23
0,1,0,28,41,0,0,0,12,27,0,36,41,0,0,0,15,24,0,36,41,0,0,0,15,5082,148,1371,0,0,0,6,11,82,2,71,33,0,0,0,12,149.98
0,0,0,15,35,0,0,0,7,0,0,10,35,0,0,0,7,0,0,15,35,0,0,0,7,24,0,33,32,0,0,0,6,0,0,15,35,0,0,0,7,50.05
0,0,0,1,82,0,0,0,9,0,0,1,82,0,0,0,9,0,0,0,-1,-1,1,0,-1,376,13,70,0,0,0,1,2,0,0,8,33,0,0,0,15,50.2
0,84,0,176,0,0,0,3,7,80,0,176,0,0,0,3,7,69,0,177,0,0,0,3,7,92,0,177,0,0,0,3,7,115,1,217,0,0,0,3,6,50.0
0,10,0,16,36,0,0,0,11,10,0,16,36,0,0,0,11,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,31,0,28,34,0,0,0,8,53.45
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,31,0,6,37,0,0,0,4,0,0,0,-1,-1,1,0,-1,49.98
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,6,0,2,78,0,0,0,3,53.45
0,47,0,28,0,0,0,2,23,57,0,27,39,0,0,0,23,59,0,29,0,0,0,2,23,763,7,186,0,0,0,4,9,72,1,33,0,0,0,2,22,200.35
0,4,0,4,50,0,0,0,13,0,0,38,44,0,0,0,14,4,0,41,44,0,0,0,14,4,0,41,44,0,0,0,14,51,0,46,44,0,0,0,6,32.07
0,20,0,17,32,0,0,0,7,0,0,0,-1,-1,1,0,-1,9,0,17,32,0,0,0,8,9,0,17,32,0,0,0,8,43,2,17,32,0,0,0,10,106.9
0,0,0,29,33,0,0,0,14,1,0,1,68,0,0,0,6,0,0,29,33,0,0,0,14,41,0,29,33,0,0,0,13,48,0,33,33,0,0,0,11,70.0
0,0,0,0,-1,-1,1,0,-1,1,0,0,146,0,0,0,10,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,1,0,0,385,0,0,0,39,104.9
0,0,0,5,42,0,0,0,10,8,0,12,37,0,0,0,2,0,0,5,42,0,0,0,10,0,0,5,42,0,0,0,10,16,6,47,36,0,0,0,1,21.38
0,5,0,1,0,0,0,1,9,0,0,1,0,0,0,1,10,8,0,1,0,0,0,1,8,8,0,1,0,0,0,1,8,43,1,13,0,0,0,1,2,26.23
0,17,0,8,43,0,0,0,7,0,0,8,43,0,0,0,7,19,0,8,43,0,0,0,7,10508,399,2834,0,0,0,3,5,21,0,8,43,0,0,0,8,99.99
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,6,1,3,44,0,0,0,2,50.0
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,1,0,0,150,0,0,0,299,15,0,19,33,0,0,0,231,1499.15
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,2,0,0,354,0,0,0,4,26.73
0,0,0,4,40,0,0,0,5,0,0,7,35,0,0,0,3,0,0,0,-1,-1,1,0,-1,985,19,303,0,0,0,1,1,0,0,4,40,0,0,0,5,25.45
0,5,0,2,0,0,0,2,9,0,0,2,0,0,0,2,10,8,0,2,0,0,0,2,8,8,0,2,0,0,0,2,8,43,1,14,0,0,0,2,2,26.23
0,3,0,43,34,0,0,0,7,0,0,0,-1,-1,1,0,-1,3,0,43,34,0,0,0,7,3,0,43,34,0,0,0,7,3,1,49,34,0,0,0,7,49.3
0,0,0,26,32,0,0,0,3,0,0,21,33,0,0,0,3,0,0,26,32,0,0,0,3,0,0,26,32,0,0,0,3,48,1,44,32,0,0,0,1,20.98
0,0,0,11,33,0,0,0,5,0,0,12,33,0,0,0,5,0,0,12,33,0,0,0,5,0,0,12,33,0,0,0,5,95,9,47,33,0,0,0,16,157.35
0,0,0,0,-1,-1,1,0,-1,9,0,6,41,0,0,0,5,10,0,77,32,0,0,0,12,10,0,77,32,0,0,0,12,107,3,162,32,0,0,0,8,44.06
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,8,1,1,80,0,0,0,2,0,1,0,196,0,0,0,7,25.0
0,0,0,0,-1,-1,1,0,-1,0,0,1,0,0,0,1,20,0,0,12,0,0,0,1,23,0,0,12,0,0,0,1,23,126,15,58,0,0,0,1,15,106.9
0,0,0,4,38,0,0,0,10,0,0,0,-1,-1,1,0,-1,0,0,12,34,0,0,0,7,0,0,12,34,0,0,0,7,15,1,29,34,0,0,0,12,209.8
0,0,0,0,-1,-1,1,0,-1,1,0,0,145,0,0,0,19,0,0,0,-1,-1,1,0,-1,1,0,0,145,0,0,0,19,0,0,0,-1,-1,1,0,-1,52.45
0,0,0,6,47,0,0,0,11,0,0,6,47,0,0,0,11,0,0,6,47,0,0,0,11,0,0,6,47,0,0,0,11,15,0,16,35,0,0,0,4,52.45
0,3,0,8,51,0,0,0,8,3,0,9,51,0,0,0,8,3,0,9,51,0,0,0,8,3,0,9,51,0,0,0,8,42,1,26,34,0,0,0,3,26.23
0,0,0,0,-1,-1,1,0,-1,1,0,3,44,0,0,0,1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,70,7,10,46,0,0,0,1,52.45
0,0,0,17,35,0,0,0,11,0,0,22,35,0,0,0,11,0,0,23,35,0,0,0,11,0,0,23,35,0,0,0,11,7,0,23,35,0,0,0,10,62.94
0,47,0,30,0,0,0,4,16,57,0,29,0,0,0,2,17,59,0,31,0,0,0,4,16,763,7,188,0,0,0,6,7,72,1,35,0,0,0,4,16,150.3
0,0,0,34,32,0,0,0,10,0,0,73,32,0,0,0,9,39,0,76,32,0,0,0,9,39,0,76,32,0,0,0,9,45,0,77,32,0,0,0,7,70.57
0,0,0,1,0,0,0,1,10,5,0,4,0,0,0,1,5,0,0,2,0,0,0,1,10,0,0,2,0,0,0,1,10,24,1,9,0,0,0,1,6,52.45
0,3,0,41,33,0,0,0,9,3,0,38,33,0,0,0,9,2,0,41,33,0,0,0,9,3,0,41,33,0,0,0,9,20,1,43,33,0,0,0,5,26.23
0,0,0,1,0,0,0,1,10,0,0,1,0,0,0,1,10,0,0,1,0,0,0,1,10,0,0,1,0,0,0,1,10,3,0,1,0,0,0,1,6,52.45
0,3,0,2,37,0,0,0,16,7,0,2,33,0,0,0,28,0,0,6,36,0,0,0,19,5,0,8,36,0,0,0,17,6,0,10,36,0,0,0,19,209.8
0,24,0,0,203,0,0,0,2,0,0,2,71,0,0,0,6,71,0,22,36,0,0,0,5,71,0,22,36,0,0,0,5,110,0,53,32,0,0,0,4,26.73
0,0,0,5,0,0,0,1,32,3,0,1,0,0,0,1,28,0,0,14,0,0,0,1,27,0,0,14,0,0,0,1,27,208,0,77,0,0,0,1,14,104.9
0,0,0,2,0,1,0,2,7,0,0,5,0,1,0,2,8,0,0,5,0,1,0,2,8,10,2,9,0,1,0,2,2,12,1,26,0,1,0,2,1,24.99
0,4,0,6,47,0,0,0,9,0,0,0,-1,-1,1,0,-1,4,0,6,47,0,0,0,9,4,0,6,47,0,0,0,9,53,2,28,35,0,0,0,2,26.23
0,0,0,13,33,0,0,0,7,0,0,0,-1,-1,1,0,-1,6,0,6,33,0,0,0,7,6,0,6,33,0,0,0,7,19,0,20,33,0,0,0,5,20.0
0,0,0,2,0,0,0,2,20,1,0,3,0,0,0,2,4,0,0,2,0,0,0,2,20,0,0,2,0,0,0,2,20,10,0,28,0,0,0,2,11,50.0
0,0,0,0,-1,-1,1,0,-1,4,0,7,38,0,0,0,7,0,0,5,38,0,0,0,9,0,0,5,38,0,0,0,9,54,0,27,32,0,0,0,1,21.38
0,2,0,1,0,0,0,1,20,2,0,1,0,0,0,1,20,2,0,1,0,0,0,1,20,2,0,1,0,0,0,1,20,39,6,23,0,0,0,1,10,100.0
0,0,0,6,0,0,0,6,19,0,0,27,0,0,0,6,6,0,0,44,0,0,0,6,7,0,0,44,0,0,0,6,7,41,7,56,0,0,0,6,5,52.45
0,12,0,0,161,0,0,0,20,1,0,0,128,0,0,0,5,12,0,0,161,0,0,0,20,12,0,0,161,0,0,0,20,27,0,3,51,0,0,0,13,53.45
1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,60.0
0,15,0,38,32,0,0,0,8,25,0,38,32,0,0,0,7,25,0,38,32,0,0,0,7,16,0,38,32,0,0,0,8,25,0,38,32,0,0,0,7,50.0
0,0,0,3,39,0,0,0,9,0,0,1,47,0,0,0,10,5,0,9,35,0,0,0,9,5,0,9,35,0,0,0,9,51,0,34,34,0,0,0,8,106.9
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,51,0,52,46,0,0,0,17,104.9
0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,24,3,5,65,0,0,0,13,209.8
0,29,0,22,33,0,0,0,9,5,0,21,33,0,0,0,9,31,0,22,33,0,0,0,9,32,0,22,33,0,0,0,9,51,0,26,33,0,0,0,5,20.98
1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,-1,0,0,1,76,0,0,0,18,0,0,1,76,0,0,0,18,27,0,15,34,0,0,0,12,188.82
0,0,0,3,41,0,0,0,10,30,0,13,41,0,0,0,9,30,0,13,41,0,0,0,9,30,0,13,41,0,0,0,9,53,1,14,41,0,0,0,2,20.98
0,0,0,2,41,0,0,0,13,0,0,3,41,0,0,0,10,0,0,3,41,0,0,0,10,0,0,3,41,0,0,0,10,16,2,26,33,0,0,0,10,68.19
0,125,0,12,53,0,0,0,8,0,0,0,-1,-1,1,0,-1,125,0,12,53,0,0,0,8,456,19,69,32,0,0,0,1,43,1,30,34,0,0,0,3,23.0
0,0,0,3,0,0,0,3,5,0,0,10,0,0,0,3,8,2,0,54,0,0,0,3,11,2,0,54,0,0,0,3,11,4,0,57,0,0,0,3,10,50.0
0,0,0,8,43,0,0,0,8,0,0,6,43,0,0,0,8,0,0,8,43,0,0,0,8,0,0,8,43,0,0,0,8,7,0,9,0,0,0,1,4,26.23
0,0,0,0,-1,-1,1,0,-1,0,0,1,62,0,0,0,5,70,0,1,62,0,0,0,8,87,0,1,62,0,0,0,7,75,10,1,62,0,0,0,5,20.95
